Task,T916,,,,,,
Scope 1/1, Sample 1/18 (Junk),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
2.01,641,227.3,0.006,25.7,41.47,1.62,
2.04,646,228.5,0.0055,25.7,39.29,1.59,
2.07,652,229.6,0.0055,25.7,37.28,1.57,
2.1,657,230.7,0.0065,25.7,35.8,1.55,
2.13,662,231.8,0.006,25.7,,,
2.16,667,232.8,0.006,25.7,,,
2.19,672,233.8,0.006,25.7,,,
2.22,677,234.8,0.006,25.7,,,
2.25,682,235.7,0.006,25.7,,,
Scope 1/1, Sample 1/18 (Tank3_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-55.8,NaN,25.1,,,
0.06,17,-61.2,0.0035,25.2,,,
0.12,38,-49.4,0.003,25.2,,,
0.18,58,-32.5,0.003,25.2,,,
0.24,78,-12.8,0.003,25.2,,,
0.3,98,0.6,0.003,25.2,,,
0.36,118,10.2,0.003,25.2,,,
0.42,138,18.1,0.003,25.2,,,
0.48,158,25,0.003,25.2,,,
0.54,178,31.2,0.003,25.2,,,
0.6,198,37,0.003,25.2,,,
0.66,219,42.5,0.003,25.2,,,
0.72,239,47.9,0.003,25.2,,,
0.78,259,53,0.003,25.3,,,
0.84,279,58.1,0.003,25.3,,,
0.9,299,63.3,0.003,25.3,,,
0.96,319,68.5,0.003,25.3,,,
1.02,339,74.2,0.003,25.3,,,
1.08,358,80.1,0.003,25.3,,,
1.14,375,86.9,0.0035,25.3,,,
1.2,393,95,0.0035,25.3,,,
1.26,411,105.2,0.0035,25.3,229.12,2.36,
1.32,429,119.3,0.0035,25.3,287.41,2.46,
1.38,442,140.8,0.0045,25.3,327.99,2.52,
1.44,451,165.6,0.007,25.3,328.65,2.52,
1.5,458,182,0.009,25.3,279.74,2.45,
1.53,555,188.1,0.0005,25.3,233.92,2.37,
1.56,561,193,0.005,25.3,171.7,2.23,
1.59,567,197.2,0.005,25.3,125.3,2.1,
1.62,573,200.8,0.0055,25.3,110.1,2.04,
1.65,578,204,0.0055,25.3,98.91,2,
1.68,584,206.8,0.005,25.3,89.47,1.95,
1.71,589,209.4,0.006,25.3,81.39,1.91,
1.74,594,211.7,0.0055,25.3,74.63,1.87,
1.77,600,213.9,0.0055,25.3,68.5,1.84,
1.8,605,215.9,0.0055,25.3,63.55,1.8,
1.83,610,217.7,0.0055,25.3,59.24,1.77,
1.86,616,219.4,0.0055,25.3,55.42,1.74,
1.89,621,221,0.0065,25.3,51.74,1.71,
1.92,626,222.6,0.0065,25.3,49.14,1.69,
1.95,631,224,0.006,25.3,46.43,1.67,
1.98,636,225.3,0.006,25.4,44.14,1.64,
2.01,641,226.6,0.006,25.4,41.81,1.62,
2.04,646,227.9,0.006,25.4,39.93,1.6,
2.07,651,229,0.0055,25.4,38.67,1.59,
2.1,656,230.2,0.0055,25.4,36.81,1.57,
2.13,661,231.2,0.0055,25.4,,,
2.16,666,232.3,0.0055,25.4,,,
2.19,672,233.3,0.0055,25.4,,,
2.22,677,234.2,0.0065,25.4,,,
2.25,682,235.2,0.006,25.4,,,
Scope 1/1, Sample 1/18 (Tank4_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-72,NaN,25.2,,,
0.06,13,-74.3,0.0045,25.3,,,
0.12,34,-65.3,0.003,25.3,,,
0.18,54,-53.5,0.003,25.3,,,
0.24,74,-37.3,0.003,25.3,,,
0.3,94,-16.5,0.003,25.3,,,
0.36,114,-1,0.003,25.3,,,
0.42,134,9.3,0.003,25.3,,,
0.48,154,17.9,0.003,25.3,,,
0.54,174,25.3,0.003,25.3,,,
0.6,195,32.1,0.003,25.3,,,
0.66,215,38.4,0.003,25.4,,,
0.72,235,44.4,0.003,25.4,,,
0.78,255,50.2,0.003,25.4,,,
0.84,275,55.9,0.003,25.4,,,
0.9,295,61.6,0.003,25.4,,,
0.96,315,67.3,0.003,25.4,,,
1.02,336,73.3,0.003,25.4,,,
1.08,354,79.8,0.003,25.4,,,
1.14,374,87.1,0.003,25.4,,,
1.2,393,95.9,0.003,25.4,,,
1.26,411,107.2,0.0035,25.4,255.9,2.41,
1.32,429,123.7,0.0035,25.4,309.99,2.49,
1.38,441,148,0.005,25.4,339.33,2.53,
1.44,450,171.2,0.007,25.4,323.69,2.51,
1.5,456,185.6,0.0095,25.4,260.45,2.42,
1.53,553,191.1,0.0005,25.4,207.09,2.32,
1.56,559,195.5,0.0055,25.4,146.91,2.17,
1.59,565,199.4,0.005,25.4,113.43,2.05,
1.62,571,202.8,0.0055,25.4,103,2.01,
1.65,576,205.7,0.006,25.4,92.84,1.97,
1.68,582,208.4,0.0055,25.4,84.39,1.93,
1.71,587,210.8,0.0065,25.5,76.72,1.88,
1.74,592,213,0.006,25.5,70.64,1.85,
1.77,597,215.1,0.006,25.5,65.75,1.82,
1.8,602,217,0.006,25.5,61.03,1.79,
1.83,607,218.7,0.006,25.5,57.08,1.76,
1.86,613,220.4,0.0055,25.5,53.28,1.73,
1.89,618,222,0.006,25.5,50.08,1.7,
1.92,623,223.4,0.006,25.5,47.62,1.68,
1.95,628,224.8,0.0055,25.5,44.95,1.65,
1.98,633,226.1,0.0055,25.5,42.79,1.63,
2.01,638,227.4,0.0055,25.5,41.15,1.61,
2.04,644,228.6,0.0055,25.5,39.47,1.6,
2.07,649,229.7,0.0065,25.5,37.67,1.58,
2.1,654,230.9,0.0065,25.5,36,1.56,
2.13,659,231.9,0.006,25.5,,,
2.16,664,232.9,0.006,25.5,,,
2.19,669,233.9,0.006,25.5,,,
2.22,674,234.8,0.006,25.5,,,
2.25,679,235.7,0.006,25.5,,,
Scope 1/1, Sample 1/18 (Tank5_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-52.1,NaN,25.5,,,
0.06,17,-59.8,0.0035,25.5,,,
0.12,38,-47.5,0.003,25.6,,,
0.18,58,-29.8,0.003,25.6,,,
0.24,78,-11,0.003,25.6,,,
0.3,98,2,0.003,25.6,,,
0.36,118,11.4,0.003,25.6,,,
0.42,138,19.1,0.003,25.6,,,
0.48,158,26,0.003,25.6,,,
0.54,178,32.1,0.003,25.6,,,
0.6,198,38,0.003,25.6,,,
0.66,219,43.4,0.003,25.6,,,
0.72,239,48.7,0.003,25.6,,,
0.78,259,54.1,0.003,25.6,,,
0.84,279,59.1,0.003,25.6,,,
0.9,299,64.3,0.003,25.6,,,
0.96,319,69.6,0.003,25.6,,,
1.02,339,75.3,0.003,25.6,,,
1.08,358,81.3,0.003,25.6,,,
1.14,377,88.4,0.003,25.6,,,
1.2,395,96.7,0.0035,25.7,,,
1.26,413,107.4,0.0035,25.7,242.71,2.39,
1.32,430,122.8,0.0035,25.7,298.48,2.47,
1.38,442,145.8,0.005,25.7,332.48,2.52,
1.44,450,169.6,0.007,25.7,324.03,2.51,
1.5,457,184.6,0.0085,25.7,266.84,2.43,
1.53,554,190.4,0.0005,25.7,216.71,2.34,
1.56,560,195,0.0055,25.7,155.9,2.19,
1.59,565,198.9,0.0055,25.7,117.21,2.07,
1.62,571,202.4,0.005,25.7,105.31,2.02,
1.65,576,205.4,0.006,25.7,94.78,1.98,
1.68,582,208.1,0.005,25.7,86.34,1.94,
1.71,587,210.6,0.0055,25.7,78.77,1.9,
1.74,593,212.9,0.0055,25.7,72.3,1.86,
1.77,598,215,0.006,25.7,67.23,1.83,
1.8,603,216.9,0.006,25.7,62.04,1.79,
1.83,608,218.7,0.006,25.7,57.74,1.76,
1.86,613,220.4,0.006,25.7,54.09,1.73,
1.89,618,222,0.006,25.7,51.08,1.71,
1.92,623,223.4,0.006,25.7,48.48,1.69,
1.95,628,224.9,0.0055,25.7,45.81,1.66,
1.98,633,226.2,0.0055,25.7,43.27,1.64,
2.01,638,227.5,0.0055,25.7,41.15,1.61,
2.04,644,228.7,0.0055,25.7,39.14,1.59,
2.07,649,229.8,0.0065,25.7,37.28,1.57,
2.1,654,230.9,0.006,25.7,36,1.56,
2.13,659,232,0.006,25.7,,,
2.16,664,233,0.006,25.7,,,
2.19,669,234,0.006,25.7,,,
2.22,674,234.9,0.006,25.7,,,
2.25,679,235.8,0.0055,25.7,,,
Scope 1/1, Sample 1/18 (Tank6_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-40.7,NaN,25.2,,,
0.06,3,-55.9,0.0175,25.3,,,
0.12,24,-41.7,0.003,25.3,,,
0.18,44,-21.3,0.003,25.3,,,
0.24,64,-4.7,0.003,25.3,,,
0.3,84,6.1,0.003,25.3,,,
0.36,104,14.9,0.003,25.3,,,
0.42,124,22.2,0.003,25.3,,,
0.48,144,28.7,0.003,25.3,,,
0.54,164,34.7,0.003,25.4,,,
0.6,184,40.3,0.003,25.4,,,
0.66,205,45.6,0.003,25.4,,,
0.72,225,50.9,0.003,25.4,,,
0.78,245,55.9,0.003,25.4,,,
0.84,265,61.1,0.003,25.4,,,
0.9,285,66.3,0.003,25.4,,,
0.96,304,71.7,0.003,25.4,,,
1.02,325,77.6,0.003,25.4,,,
1.08,344,84,0.003,25.4,,,
1.14,362,91.4,0.003,25.4,,,
1.2,381,100.3,0.003,25.4,,,
1.26,399,112.2,0.0035,25.4,264.76,2.42,
1.32,415,130.1,0.0035,25.4,313.06,2.5,
1.38,426,154.8,0.0055,25.4,332.66,2.52,
1.44,433,175.6,0.008,25.4,306.95,2.49,
1.5,440,188.4,0.009,25.4,237.7,2.38,
1.53,537,193.5,0.0005,25.5,183.24,2.26,
1.56,542,197.6,0.006,25.5,129.7,2.11,
1.59,548,201.2,0.005,25.5,105.81,2.02,
1.62,553,204.3,0.006,25.5,97.22,1.99,
1.65,559,207.1,0.005,25.5,87.89,1.94,
1.68,564,209.6,0.0055,25.5,80.39,1.91,
1.71,570,212,0.0055,25.5,74.16,1.87,
1.74,575,214.1,0.006,25.5,68.7,1.84,
1.77,580,216.1,0.006,25.5,63.36,1.8,
1.8,585,217.9,0.006,25.5,58.93,1.77,
1.83,590,219.7,0.0055,25.5,54.9,1.74,
1.86,596,221.2,0.0055,25.5,51.75,1.71,
1.89,601,222.7,0.006,25.5,48.62,1.69,
1.92,606,224.2,0.006,25.5,46.12,1.66,
1.95,611,225.5,0.0055,25.5,43.76,1.64,
1.98,617,226.8,0.0055,25.5,42,1.62,
2.01,622,228,0.0065,25.5,39.8,1.6,
2.04,627,229.2,0.0065,25.5,37.94,1.58,
2.07,632,230.3,0.006,25.5,36.66,1.56,
2.1,637,231.4,0.006,25.5,,,
2.13,642,232.4,0.006,25.5,,,
2.16,647,233.4,0.006,25.5,,,
2.19,652,234.4,0.0055,25.5,,,
2.22,658,235.3,0.0055,25.5,,,
Scope 1/1, Sample 1/18 (Tank7_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-41.5,NaN,25,,,
0.06,4,-56.2,0.017,25.1,,,
0.12,24,-42.6,0.003,25.1,,,
0.18,44,-22.5,0.003,25.1,,,
0.24,64,-5.6,0.003,25.1,,,
0.3,84,5.1,0.003,25.1,,,
0.36,104,13.9,0.003,25.1,,,
0.42,124,21.2,0.003,25.1,,,
0.48,144,27.6,0.003,25.1,,,
0.54,164,33.5,0.003,25.1,,,
0.6,185,39,0.003,25.1,,,
0.66,205,44.7,0.003,25.1,,,
0.72,225,49.5,0.003,25.1,,,
0.78,245,54.4,0.003,25.2,,,
0.84,265,59.4,0.003,25.2,,,
0.9,285,64.3,0.003,25.2,,,
0.96,303,69.3,0.0035,25.2,,,
1.02,323,74.9,0.003,25.2,,,
1.08,342,80.8,0.003,25.2,,,
1.14,360,87.4,0.0035,25.2,,,
1.2,378,95.2,0.0035,25.2,,,
1.26,395,105,0.0035,25.2,219.53,2.34,
1.32,413,118.5,0.0035,25.2,278.06,2.44,
1.38,426,139,0.0045,25.2,321.85,2.51,
1.44,435,163.7,0.0065,25.2,327.54,2.52,
1.5,442,180.7,0.0085,25.2,283.77,2.45,
1.53,539,187.1,0.0005,25.2,240.98,2.38,
1.56,545,192.2,0.0055,25.2,180.05,2.26,
1.59,551,196.5,0.005,25.2,130.65,2.12,
1.62,557,200.2,0.005,25.2,112.62,2.05,
1.65,563,203.4,0.0055,25.2,100.53,2,
1.68,568,206.3,0.006,25.2,90.75,1.96,
1.71,574,208.9,0.0055,25.2,82.52,1.92,
1.74,579,211.3,0.006,25.2,76.17,1.88,
1.77,584,213.5,0.006,25.2,70.17,1.85,
1.8,589,215.5,0.006,25.2,64.88,1.81,
1.83,594,217.4,0.0055,25.2,60.09,1.78,
1.86,599,219.2,0.0055,25.2,55.88,1.75,
1.89,604,220.7,0.0055,25.2,52.23,1.72,
1.92,610,222.3,0.0055,25.2,49.47,1.69,
1.95,615,223.7,0.0065,25.2,46.75,1.67,
1.98,620,225.1,0.0065,25.3,44.81,1.65,
2.01,625,226.4,0.006,25.3,42.67,1.63,
2.04,630,227.7,0.006,25.3,40.27,1.61,
2.07,635,228.8,0.006,25.3,38.48,1.59,
2.1,640,230,0.006,25.3,36.81,1.57,
2.13,645,231,0.0055,25.3,,,
2.16,650,232.1,0.0055,25.3,,,
2.19,656,233.1,0.0055,25.3,,,
2.22,661,234.1,0.0065,25.3,,,
2.25,666,235,0.0065,25.3,,,
Scope 1/1, Sample 1/18 (Tank8_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-48.4,NaN,24.9,,,
0.06,3,-61,0.018,24.9,,,
0.12,23,-48.9,0.003,25,,,
0.18,44,-31,0.003,25,,,
0.24,64,-11.6,0.003,25,,,
0.3,84,1.6,0.003,25,,,
0.36,104,10.8,0.003,25,,,
0.42,124,18.5,0.003,25,,,
0.48,144,25.2,0.003,25,,,
0.54,164,31.3,0.003,25,,,
0.6,184,37.1,0.003,25,,,
0.66,204,43.2,0.003,25,,,
0.72,225,47.9,0.003,25,,,
0.78,245,53,0.003,25,,,
0.84,265,58.1,0.003,25.1,,,
0.9,285,63.2,0.003,25.1,,,
0.96,305,68.4,0.003,25.1,,,
1.02,322,73.8,0.0035,25.1,,,
1.08,340,79.8,0.0035,25.1,,,
1.14,359,86.5,0.003,25.1,,,
1.2,377,94.3,0.0035,25.1,,,
1.26,395,104,0.0035,25.1,219.96,2.34,
1.32,412,117.4,0.0035,25.1,278.97,2.45,
1.38,426,138.1,0.0045,25.1,323.94,2.51,
1.44,435,163.1,0.0065,25.1,330.51,2.52,
1.5,442,180.3,0.0085,25.1,286.81,2.46,
1.53,539,186.7,0.0005,25.1,243.52,2.39,
1.56,545,191.8,0.005,25.1,181.41,2.26,
1.59,551,196.1,0.005,25.1,131.45,2.12,
1.62,557,199.9,0.005,25.1,113.6,2.06,
1.65,562,203.2,0.0055,25.1,101.86,2.01,
1.68,568,206,0.005,25.1,91.76,1.96,
1.71,573,208.7,0.006,25.1,83.24,1.92,
1.74,578,211.1,0.006,25.1,75.91,1.88,
1.77,583,213.3,0.0055,25.1,70.17,1.85,
1.8,588,215.3,0.0055,25.1,65.09,1.81,
1.83,594,217.2,0.0055,25.1,60.03,1.78,
1.86,599,218.9,0.0065,25.1,56.08,1.75,
1.89,604,220.6,0.0065,25.1,52.42,1.72,
1.92,609,222.1,0.006,25.1,49.41,1.69,
1.95,614,223.5,0.006,25.2,46.96,1.67,
1.98,619,224.9,0.006,25.2,45,1.65,
2.01,624,226.2,0.0055,25.1,42.61,1.63,
2.04,629,227.5,0.0055,25.2,40.66,1.61,
2.07,634,228.7,0.0055,25.2,38.48,1.59,
2.1,640,229.8,0.0055,25.2,36.42,1.56,
2.13,645,230.8,0.0065,25.2,35.33,1.55,
2.16,650,231.9,0.006,25.2,,,
2.19,655,232.9,0.006,25.2,,,
2.22,660,233.9,0.006,25.2,,,
2.25,665,234.9,0.006,25.2,,,
2.28,670,235.7,0.006,25.2,,,
Scope 1/1, Sample 1/18 (Junk6),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-51.6,NaN,25.3,,,
0.06,6,-63,0.0105,25.4,,,
0.12,26,-51.2,0.003,25.4,,,
0.18,46,-34.6,0.003,25.4,,,
0.24,66,-14.5,0.003,25.4,,,
0.3,86,-0.3,0.003,25.4,,,
0.36,106,9.6,0.003,25.4,,,
0.42,126,17.7,0.003,25.4,,,
0.48,147,24.8,0.003,25.4,,,
0.54,167,31,0.003,25.4,,,
0.6,187,37,0.003,25.4,,,
0.66,207,42.6,0.003,25.4,,,
0.72,227,48,0.003,25.4,,,
0.78,247,53.2,0.003,25.4,,,
0.84,267,58.4,0.003,25.4,,,
0.9,288,63.7,0.003,25.4,,,
0.96,301,68.9,0.0045,25.4,,,
1.02,321,74.8,0.003,25.4,,,
1.08,340,81.1,0.003,25.4,,,
1.14,360,88.2,0.003,25.4,,,
1.2,379,96.4,0.003,25.4,,,
1.26,397,106.9,0.0035,25.4,240.66,2.38,
1.32,415,122.2,0.0035,25.4,296.99,2.47,
1.38,428,145.1,0.0045,25.4,332.46,2.52,
1.44,436,169.1,0.0075,25.4,325.22,2.51,
1.5,443,184.3,0.009,25.4,268.59,2.43,
1.53,540,190,0.0005,25.4,218.35,2.34,
1.56,546,194.6,0.005,25.4,157.07,2.2,
1.59,551,198.6,0.006,25.4,117.47,2.07,
1.62,557,202.1,0.005,25.4,105.55,2.02,
1.65,562,205.1,0.0055,25.4,95.31,1.98,
1.68,568,207.8,0.005,25.4,86.34,1.94,
1.71,573,210.3,0.006,25.4,78.57,1.9,
1.74,578,212.6,0.006,25.4,72.3,1.86,
1.77,583,214.7,0.0055,25.4,67.03,1.83,
1.8,588,216.6,0.0055,25.4,62.23,1.79,
1.83,593,218.4,0.0055,25.4,58.08,1.76,
1.86,598,220.1,0.0055,25.4,54.41,1.74,
1.89,604,221.7,0.0055,25.4,51.27,1.71,
1.92,609,223.2,0.0065,25.4,48.28,1.68,
1.95,614,224.6,0.006,25.4,45.61,1.66,
1.98,619,225.9,0.006,25.4,43.48,1.64,
2.01,624,227.2,0.006,25.4,41.28,1.62,
2.04,629,228.4,0.006,25.4,39.46,1.6,
2.07,634,229.6,0.006,25.4,38.01,1.58,
2.1,639,230.7,0.006,25.4,36.48,1.56,
2.13,644,231.7,0.0055,25.5,,,
2.16,649,232.8,0.0055,25.5,,,
2.19,654,233.8,0.0055,25.5,,,
2.22,660,234.7,0.0055,25.5,,,
2.25,665,235.6,0.0065,25.5,,,
Scope 1/1, Sample 1/18 (Tank9_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-50.2,NaN,23.5,,,
0.06,3,-64.4,0.0175,23.5,,,
0.12,24,-53,0.003,23.5,,,
0.18,44,-35.6,0.003,23.5,,,
0.24,64,-14.1,0.003,23.5,,,
0.3,84,0.8,0.003,23.5,,,
0.36,104,11.1,0.003,23.6,,,
0.42,124,19.3,0.003,23.6,,,
0.48,144,26.7,0.003,23.6,,,
0.54,164,33.4,0.003,23.6,,,
0.6,184,39.7,0.003,23.6,,,
0.66,205,46,0.003,23.7,,,
0.72,225,51.9,0.003,23.7,,,
0.78,245,57.8,0.003,23.7,,,
0.84,265,63.9,0.003,23.7,,,
0.9,285,70,0.003,23.8,,,
0.96,305,76.9,0.003,23.8,,,
1.02,325,84.2,0.003,23.8,,,
1.08,345,92.8,0.003,23.8,,,
1.14,364,103.6,0.003,23.8,249.1,2.4,
1.2,382,119.1,0.0035,23.9,306.69,2.49,
1.26,396,143.4,0.0045,23.9,343.48,2.54,
1.32,405,167.8,0.007,23.9,334.98,2.53,
1.38,412,183.5,0.009,23.9,275.1,2.44,
1.41,509,189.2,0.0005,24,221.99,2.35,
1.44,516,193.9,0.0045,24,156.84,2.2,
1.47,522,197.8,0.005,24,117.28,2.07,
1.5,528,201.2,0.005,24,104.61,2.02,
1.53,534,204.3,0.005,24,95.16,1.98,
1.56,540,207,0.005,24,86.13,1.94,
1.59,545,209.5,0.006,24,78.45,1.89,
1.62,550,211.8,0.0055,24,71.63,1.86,
1.65,556,213.8,0.005,24,65.98,1.82,
1.68,562,215.7,0.0055,24,61.56,1.79,
1.71,567,217.5,0.006,24,57.74,1.76,
1.74,572,219.2,0.006,24,54.42,1.74,
1.77,578,220.8,0.0055,24,51.47,1.71,
1.8,583,222.3,0.0065,24,48.28,1.68,
1.83,588,223.7,0.006,24.1,45.61,1.66,
1.86,593,225,0.006,24.1,43.48,1.64,
1.89,598,226.3,0.006,24.1,41.47,1.62,
1.92,603,227.5,0.0055,24.1,39.47,1.6,
1.95,609,228.7,0.0055,24.1,37.47,1.57,
1.98,614,229.8,0.0065,24.1,35.8,1.55,
2.01,619,230.8,0.006,24.1,34.29,1.54,
2.04,624,231.8,0.006,24.1,,,
2.07,629,232.8,0.006,24.1,,,
2.1,634,233.8,0.006,24.1,,,
2.13,639,234.7,0.006,24.1,,,
2.16,644,235.6,0.006,24.1,,,
Scope 1/1, Sample 1/18 (Tank10_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-45.5,NaN,23.6,,,
0.06,4,-61.1,0.0165,23.6,,,
0.12,24,-49.9,0.003,23.6,,,
0.18,44,-31.8,0.003,23.6,,,
0.24,64,-11.1,0.003,23.6,,,
0.3,84,2.3,0.003,23.6,,,
0.36,104,11.7,0.003,23.7,,,
0.42,124,19.6,0.003,23.7,,,
0.48,144,26.7,0.003,23.7,,,
0.54,165,33.2,0.003,23.7,,,
0.6,185,39.2,0.003,23.7,,,
0.66,205,45,0.003,23.8,,,
0.72,225,50.5,0.003,23.8,,,
0.78,245,56,0.003,23.8,,,
0.84,265,61.7,0.003,23.8,,,
0.9,285,67.3,0.003,23.8,,,
0.96,306,73.4,0.003,23.9,,,
1.02,326,79.9,0.003,23.9,,,
1.08,345,87.1,0.003,23.9,,,
1.14,365,96,0.003,23.9,,,
1.2,382,107,0.0035,23.9,256.05,2.41,
1.26,402,123.8,0.003,23.9,310.34,2.49,
1.32,414,148.2,0.005,23.9,339.15,2.53,
1.38,423,171.1,0.007,24,322.45,2.51,
1.44,429,185.6,0.0095,24,258.29,2.41,
1.47,526,190.8,0.0005,24,203.71,2.31,
1.5,532,195.1,0.005,24,144.01,2.16,
1.53,538,199,0.0045,24,111.33,2.05,
1.56,544,202.3,0.005,24,101.28,2.01,
1.59,550,205.2,0.005,24.1,92.76,1.97,
1.62,556,207.9,0.0055,24.1,83.71,1.92,
1.65,561,210.3,0.0065,24.1,76.25,1.88,
1.68,566,212.5,0.006,24.1,70.32,1.85,
1.71,571,214.5,0.0055,24.1,65.21,1.81,
1.74,576,216.4,0.0055,24.1,60.56,1.78,
1.77,582,218.2,0.005,24.1,56.74,1.75,
1.8,587,219.8,0.006,24.1,53.28,1.73,
1.83,592,221.4,0.0055,24.1,49.95,1.7,
1.86,598,222.8,0.0055,24.1,46.94,1.67,
1.89,603,224.2,0.0065,24.1,44.09,1.64,
1.92,608,225.5,0.0065,24.1,42.13,1.62,
1.95,613,226.7,0.006,24.1,40.29,1.61,
1.98,618,227.9,0.006,24.1,38.8,1.59,
2.01,623,229,0.006,24.1,37.33,1.57,
2.04,628,230.2,0.0055,24.1,36,1.56,
2.07,633,231.2,0.0055,24.1,,,
2.1,638,232.2,0.0055,24.1,,,
2.13,644,233.2,0.0055,24.1,,,
2.16,649,234.1,0.0065,24.1,,,
2.19,654,235,0.0065,24.1,,,
Scope 1/1, Sample 1/18 (Tank11_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-52.1,NaN,23.7,,,
0.06,5,-63.3,0.0115,23.7,,,
0.12,25,-52.1,0.003,23.7,,,
0.18,46,-35.4,0.003,23.7,,,
0.24,66,-14.9,0.003,23.7,,,
0.3,86,-0.7,0.003,23.7,,,
0.36,106,9,0.003,23.7,,,
0.42,126,17.1,0.003,23.7,,,
0.48,146,23.9,0.003,23.8,,,
0.54,166,30.1,0.003,23.8,,,
0.6,186,35.9,0.003,23.8,,,
0.66,206,41.5,0.003,23.8,,,
0.72,227,46.8,0.003,23.8,,,
0.78,247,52.2,0.003,23.8,,,
0.84,267,57.2,0.003,23.9,,,
0.9,287,62.4,0.003,23.9,,,
0.96,307,67.7,0.003,23.9,,,
1.02,327,73.3,0.003,23.9,,,
1.08,347,79.3,0.003,23.9,,,
1.14,366,86.1,0.003,23.9,,,
1.2,384,94,0.0035,23.9,,,
1.26,403,104.1,0.003,24,225.38,2.35,
1.32,420,117.7,0.0035,24,284.26,2.45,
1.38,434,139,0.004,24,327.07,2.51,
1.44,444,164.1,0.006,24,330.52,2.52,
1.5,451,180.8,0.008,24,283.5,2.45,
1.53,548,187,0.0005,24.1,238.67,2.38,
1.56,554,192,0.005,24.1,175.36,2.24,
1.59,560,196.3,0.005,24.1,127.03,2.1,
1.62,566,199.9,0.005,24.1,111.09,2.05,
1.65,572,203.1,0.005,24.1,99.4,2,
1.68,578,205.9,0.0055,24.1,89.41,1.95,
1.71,583,208.5,0.0055,24.1,81.39,1.91,
1.74,589,210.9,0.005,24.1,74.97,1.87,
1.77,595,213,0.005,24.1,69.17,1.84,
1.8,600,215,0.006,24.1,63.89,1.81,
1.83,606,216.9,0.0055,24.1,59.41,1.77,
1.86,611,218.6,0.006,24.1,55.57,1.74,
1.89,616,220.2,0.006,24.1,52.08,1.72,
1.92,621,221.7,0.006,24.1,48.94,1.69,
1.95,626,223.2,0.006,24.1,46.81,1.67,
1.98,631,224.5,0.0055,24.1,44.62,1.65,
2.01,636,225.8,0.0055,24.1,42.13,1.62,
2.04,642,227.1,0.0055,24.1,39.99,1.6,
2.07,647,228.3,0.0065,24.1,38.29,1.58,
2.1,652,229.3,0.0065,24.1,36.82,1.57,
2.13,657,230.4,0.006,24.1,34.99,1.54,
2.16,662,231.5,0.006,24.1,,,
2.19,667,232.5,0.006,24.1,,,
2.22,672,233.4,0.006,24.1,,,
2.25,677,234.3,0.006,24.1,,,
2.28,682,235.2,0.006,24.2,,,
Scope 1/1, Sample 1/18 (Tank12_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-40.2,NaN,23.9,,,
0.06,7,-56.1,0.008,23.9,,,
0.12,28,-43.2,0.003,24,,,
0.18,48,-23.8,0.003,24,,,
0.24,68,-6.1,0.003,24,,,
0.3,88,4.6,0.003,24,,,
0.36,108,13.4,0.003,24,,,
0.42,128,20.6,0.003,24,,,
0.48,148,27,0.003,24,,,
